Place ID,Name,Summary,Price Level,Address,Latitude,Longitude,Overall Rating,Opening Hours,Total Reviews,Reviews,Review Ratings
ChIJZzDeqS9QqEcRYEKkfsdQiYw,Kindercafé Kreuzzwerg,"Colorful global-fare cafe with stations & attractions for kids, like a ball pit & sandbox.",1,"Hornstraße 23, Berlin-Bezirk Friedrichshain-Kreuzberg",52.4937334,13.3819271,4.0,"Monday: 10:00 AM – 6:00 PM, Tuesday: 2:00 – 6:00 PM, Wednesday: 2:00 – 6:00 PM, Thursday: 2:00 – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: 10:00 AM – 6:00 PM",403,"['Superb recommendation! Our daughter was the happiest playing there as we had a nice time while talking with the staff. They were also super helpful when we needed help after our kid felt a bit sick. 100% recommended!', 'Absolutely lovely. I can not recommend it enough. It is delightful, my baby had a blast and us adults enjoyed breakfast. 10/10 ⭐⭐⭐⭐⭐', 'Amazing place! There should be more cafes like this. My son had the best time and I enjoyed delicious drinks and food. On Sundays they have a huge brunch offering. It’s not cheap but for what you get it’s worth paying a bit more than the usual. I have a lot of respect for the staff too who manage to dodge tiny people while carrying hot drinks and plates. I’m not sure why there are some negative reviews here, would you expect staff to constantly smile while working in such a loud and busy environment? They do very well. I will happily come back']","[5, 5, 5]"
ChIJJQ-XPCxQqEcRTM0C7atnIbY,Sehraya Shisha Lounge,"Laid-back Egyptian-themed hangout featuring cocktails, bar bites & flavored smokes.",2,"Großbeerenstraße 79, Berlin",52.4971806,13.3849389,4.0,"Monday: 2:00 PM – 1:00 AM, Tuesday: 2:00 PM – 1:00 AM, Wednesday: 2:00 PM – 1:00 AM, Thursday: 2:00 PM – 1:00 AM, Friday: 2:00 PM – 2:00 AM, Saturday: 2:00 PM – 2:00 AM, Sunday: 2:00 PM – 1:00 AM",627,"['I am writing to express my utmost satisfaction and appreciation for the exceptional experience I had at your café recently. I feel compelled to commend you on the outstanding level of customer service, delightful ambiance, and remarkable quality that I encountered during my visit.\n\nFirst and foremost, I would like to extend my gratitude to your staff for their exemplary professionalism and excellent demeanor. From the moment I entered the café, I was greeted with warm smiles and a genuine willingness to assist. The employees were attentive, responsive, and went above and beyond to ensure that my needs were met. Their courteous and friendly nature truly made me feel valued as a customer.\n\nFurthermore, I must commend you on the ambiance and atmosphere of your café. The tasteful decor, comfortable seating arrangements, and soothing background music created a tranquil and inviting environment. I found it to be the perfect setting for relaxation, socializing, and even productive work. The attention to detail in designing the space is evident and greatly contributes to the overall positive experience.\n\nIn terms of service, I was thoroughly impressed by the promptness and efficiency with which my orders were taken and delivered. The waitstaff was knowledgeable about the menu offerings and provided helpful recommendations based on my preferences. The food and beverages were served in a timely manner, and each item exceeded my expectations in terms of taste and presentation. The culinary delights offered at your café truly showcase the mastery of your talented chefs.\n\nLastly, the overall quality of the experience was exceptional. From the freshness of the ingredients to the precision in preparation, it is evident that your café places a strong emphasis on maintaining high standards. The attention to quality is evident in every aspect, from the ingredients used in the dishes to the skillful execution of each recipe. It is refreshing to find a café that consistently delivers such excellence.\n\nIn conclusion, I would like to express my sincere gratitude for the remarkable experience I had at your café. The exceptional service, inviting atmosphere, and top-notch quality have left a lasting impression on me. I will undoubtedly recommend your café to friends, family, and colleagues, and I look forward to returning soon to enjoy another outstanding visit.\n\nThank you once again for providing such an exceptional experience.', ""Saturday service was so bad and impolite that they almost threw us out just because  we didn't have a big order in the first round  of orders  . We were a group of 11. The first time the waiter came, we were not ready. We asked for 6 dileinks and told the waiter we would order again  later as we are staying for long .. he got the manager, and they spoke with us in a very disrespectful .. so we left to another place to enjoy our gathering .\nWe were happy with the music show and were planning to stay till 2:00 am .. it was not our first  time in that place .. the previous time each one ordered at least 2 drinks + food and snacks... so I'm not sure what their problem was"", 'Great hookah/shisha lounge, super friendly staff. The gentlemen who helped us were very kind through a slight language barrier, and made sure we were comfortable. Two stories, but they brought out chairs and a table for us to sit outside. Had a very good experience here for a late night smoke sesh.']","[5, 1, 5]"
ChIJX82QiihQqEcRpFEVHqNvAbk,Clash,"Buzzing alternative bar & club, with a beer garden & weekly menu of global bites.",1,"Im Mehringhof, Gneisenaustraße 2A, Berlin-Bezirk Friedrichshain-Kreuzberg",52.4920396,13.3885594,4.5,"Monday: 12:00 PM – 3:00 AM, Tuesday: 12:00 PM – 3:00 AM, Wednesday: 12:00 PM – 3:00 AM, Thursday: 12:00 PM – 3:00 AM, Friday: 12:00 PM – 3:00 AM, Saturday: 6:00 PM – 3:00 AM, Sunday: Closed",3335,"['This place rules. PLENTY of space, inside and out. Good bier list (one of the only places in Berlin that serves a good Snakebite), plus pinball, pool, and foosball. The music selection is EXCELLENT, not too loud as some reviewers have said', ""There were two cocktails and it was good that they were recommended. The music is rock and funky and it's a closed space."", ""This classic old-style pub in Berlin is a cool spot with a vibrant crowd. However, the loud music can make conversation a challenge, requiring you to practically scream. The tables could use some more attention as they are often left uncleared. The presence of billiards and table soccer is a plus, and the mix of middle-aged folks, bros, and punk individuals adds to the unique atmosphere. The bar itself is good, and the beer is both nice and reasonably priced. Just be prepared for the high volume of the music, and don't expect a quick game of billiards, as the queue can get quite long!""]","[5, 4, 5]"
ChIJc35bGSlQqEcRL52ICDHcNKk,Mustafa's Gemüse Kebap,"Popular, hearty chicken kebabs with grilled veggies, doled out from a tiny kiosk.",1,"Mehringdamm 32, Berlin-Bezirk Friedrichshain-Kreuzberg",52.49398739999999,13.388024,4.2,"Monday: 10:00 AM – 1:00 AM, Tuesday: 10:00 AM – 1:00 AM, Wednesday: 10:00 AM – 1:00 AM, Thursday: 10:00 AM – 1:00 AM, Friday: 2:00 PM – 3:00 AM, Saturday: 10:00 AM – 2:00 AM, Sunday: 10:00 AM – 2:00 AM",19087,"['Mustafa’s Gemüse Kebab used to be my favorite kebab spot ever. Coming all the way from the Netherlands, we knew exactly when to go to avoid the long lines. We would always order two kebabs each, sometimes having them for breakfast and other times as a late-night snack. The memory of enjoying the perfect kebab for just 3 euros (back in the day; now it’s €7,10) still lingers as one of my fondest food experiences.\n\nUnfortunately, the flavor and quality have declined. The kebab just doesn’t hit the same way anymore. The dash of lemon no longer gives that refreshing kick, the meat is not as flavorful, and the bread has become dry. My partner and I recently returned to Berlin and tried it again, only to look at each other and nod in disappointment. This kebab just isn’t the same anymore.\n\nI don’t mind paying a more for a good meal, especially at a beloved spot like Mustafa’s, but it’s disappointing when the quality doesn’t match what it once was. Mustafa’s Gemüse Kebab no longer holds the same place in my heart—and my taste buds—as it used to.', 'A must visit place in Berlin. Very nice and friendly place to eat traditional duner in a casual atmosphere. Thoroughly enjoyed the view and food sitting at the walk way edge. People are crazy about this place and the time we left there was a long queue and everyone was waiting desperately. Very economical but full of mouth watering taste.', ""Queue was extremely long, food tasted just like potatoes 😆 - Not worth the wait, but if you want to experience it, go for it.\nThe staff was really nice, points for it.\nThe portion size was also  good, but the taste just didn't cover up enough.""]","[3, 5, 2]"
ChIJebwRwihQqEcRkH6S1TrVSKY,Amici Amici,"Comfy kitchen offering Italian classics & Sicilian specialties in cheerful, traditional surrounds.",2,"Mehringdamm 40 Ecke, Yorckstraße, Berlin",52.4927018,13.3871996,4.2,"Monday: 11:30 AM – 12:00 AM, Tuesday: 11:30 AM – 12:00 AM, Wednesday: 11:30 AM – 12:00 AM, Thursday: 11:30 AM – 12:00 AM, Friday: 11:30 AM – 12:00 AM, Saturday: 11:30 AM – 12:00 AM, Sunday: 11:30 AM – 12:00 AM",1989,"['We had lunch here on a Sunday. The food was quite good. The restaurant was very full, with all tables inside and outside being completely occupied, which overwhelmed the staff. We waited a long time to get drinks and then the food. Apart from that, the staff was friendly and tried their best. We sat outside by the street, which was extremely loud as the restaurant is located on the cross section of main roads. Police cars, cars horning, etc. tainted the atmosphere.', 'It was pretty good but the food was a little bit too spicy. They have a very delicious bread with great olive oil. The staff was very nice and friendly.', 'Lovely food and good atmosphere, all dishes were really nice. I was served by Riccardo which was very attentive and friendly. Great service and food.']","[3, 4, 5]"
ChIJ09RLDSxQqEcRvu54Nq5pPfw,Blue Nile Restaurant,"Relaxed stop for Ethiopian specialty stews & injera bread, plus traditional coffee ceremonies.",2,"Tempelhofer Ufer 6, Berlin",52.4979012,13.387159,4.2,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 12:00 AM, Saturday: 4:00 PM – 12:00 AM, Sunday: 4:00 PM – 12:00 AM",506,"[""It's a true Ethiopian restaurant in Berlin! There's a good choice of different dishes, although the portions are not that big. Prices are although very low. The waiters were extraordinary nice and the location is so pretty!"", 'I really like this Ethiopian restaurant as it is close to my house. For the first time I ordered a salad and was a bit disappointed as it was nothing special, could have been done better at home and for the price it is not worth it.\nHowever, the main dish was super good. I took the mix plate with lamb curry and 3 vegetarian dishes. It was super good and really filling.', 'Visited this cozy restaurant on a Saturday evening. Location is a little far from our hotel but we felt like eating Ethiopean food and this one had good reviews. The food is indeed well spiced. We chose the menu for 2 which consisted of beef goulash, lentils, 2 chicken drumsticks, feta, cabbage and salad. We paired it with South African white wine and Djuju Mango. Good service, nice ambiance with the candles.']","[5, 4, 4]"
ChIJCdglrJtTqEcRHWd40FbjwBc,Cancún Kreuzberg,Restaurant serving a variety of Mexican dishes as well as offering cocktails.,2,"Mehringdamm 45, Berlin",52.4919919,13.387684,4.4,"Monday: 3:00 PM – 2:00 AM, Tuesday: 3:00 PM – 2:00 AM, Wednesday: 3:00 PM – 2:00 AM, Thursday: 3:00 PM – 2:00 AM, Friday: 3:00 PM – 3:00 AM, Saturday: 3:00 PM – 3:00 AM, Sunday: 3:00 PM – 2:00 AM",1059,"['It started off amazing. We ordered some cocktails which were super tasty. There is a great selection of them. The food portions are very large and our starter tasted great. The issue was one our mains came there was clearly flies in both of our salads. When I informed a waitress working there she said I was wrong and it was not a fly. This put a large downer on the mood. I checked again with a waiter who acknowledged and apologised immediately and replaced for fresh.', 'It was an amazing experience! Very friendly staff, they still prepared a meal for me when the kitchen was about to close and even recommended an excellent dessert! I can assure you will have a great time here :)', 'The food was very nice and very well decorated. The quantity was good as well (I ordered mixata)\nA bit pricy but I guess it is worthy for the location, specially in summer. Recommended at least once']","[2, 5, 4]"
ChIJPZfgy9lPqEcRXmkJgjoqy0E,Veggie & Vega - Restaurant Berlin,Straightforward eatery with a casual vibe specializing in vegetarian & vegan South Indian cuisine.,1,"Gneisenaustraße 5, Berlin",52.4923284,13.3889809,4.5,"Monday: 11:00 AM – 11:00 PM, Tuesday: 11:00 AM – 11:00 PM, Wednesday: 11:00 AM – 11:00 PM, Thursday: 11:00 AM – 11:00 PM, Friday: 11:00 AM – 11:00 PM, Saturday: 11:00 AM – 11:00 PM, Sunday: 11:00 AM – 11:00 PM",420,"['Incredibly delicious vegan dishes! Waiter was friendly, service was surprisingly quick given the many clients and single waiter. They play fun music to make for a good vibe. So happy I chose to try this cuisine, definitely inspired to try southern indian again! 10/10 would recommend to anybody with a love for elaborate tastes.', 'I feel mean giving this a three - the staff were lovely and attentive, the atmosphere was nice once you found it tucked behind the shop, the price is great and my food (bindi masala) was good. However, the samosa pastry was too thick and a little undercooked, and salad seemed a weird side to serve with all the curries. The bindi masala was very salty, so although nice left me feeling very dehydrated. My friend who got the palak paneer was very disappointed, said it tasted strange and the paneer was quite like halloumi rather than paneer. But the staff were very keen to please, and the menu was huge - almost too much choice!', 'really cute! it‘s tucked away inside a store and you order at the cash register, food came fast and the portion was pretty good for the prize, but it could’ve been hotter for my taste']","[5, 3, 4]"
ChIJc5QLLy9QqEcR_oXlML-pyT4,Bar Centrale,Creative spins on classic dishes & carefully chosen wines at an intimate venue with sidewalk tables.,None,"Yorckstraße 82, Berlin-Bezirk Friedrichshain-Kreuzberg",52.49321,13.38448,4.5,"Monday: Closed, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 12:00 AM, Saturday: 4:00 PM – 12:00 AM, Sunday: 4:00 PM – 12:00 AM",130,"[""I've been a regular for over a decade now, and it never disappoints. Their monthly menu offers a great deal with two appetizers, a main course, and dessert, all at reasonable prices. The Amarone, Marion, is fantastic, and they have a great selection of Italian sparkling wines too. Despite being busy, the service is attentive and friendly. I highly recommend giving it a try!"", 'We go here regularly and truly enjoy the service, food and the calm ambiance. Food is consistently served with high standards and wine selections are reasonably priced. Kreuzberg has allot of restaurants but few with consistent quality and classic service. I definitely recommend this restaurant to visiting friends, neighbors or to ppl who like a eat bit more sophisticated Italian food in Kreuzberg.', 'High class Italian without any compromise. Recommended']","[5, 5, 5]"
ChIJEz9VvShQqEcRAiGa3B5nI9Y,Belle Alliance,Global breakfast fare plus coffee & cocktails at a chic brunch spot with a flower-lined terrace.,2,"Mehringdamm 56, Berlin",52.4914838,13.3865303,4.5,"Monday: 9:30 AM – 6:00 PM, Tuesday: 9:30 AM – 6:00 PM, Wednesday: 9:30 AM – 6:00 PM, Thursday: 9:30 AM – 6:00 PM, Friday: 9:30 AM – 6:00 PM, Saturday: 9:30 AM – 6:00 PM, Sunday: 9:30 AM – 6:00 PM",793,"['Had a fantastic breakfast at Belle Alliance today. Service and food were excellent. The owner, Rodi, came out to greet and say hello. I had the Spicy Baked Beans and it was delicious! Very large portion.\n\nHighly recommend coming to Belle Alliance for breakfast or brunch.', 'Good place, nice interiors, friendly staff. The food is good, maybe not just for my taste (little too many spices for my taste). The food is presented beautifully. It was quickly cooked. I didn’t quite enjoy the bread though, I prefer the softer one. The place slightly on the pricey side.', 'One of the best cafes we encountered in our Berlin trip. The staff were very nice, the place was really cute and the food was absolutely delicious. 100% recommended!!!']","[5, 5, 5]"
ChIJoYf2NCpQqEcRjOYTi2dX20c,Split,"Traditional Croatian sausages, steaks & beer in a long-standing, refined restaurant.",2,"Blücherplatz 2, Berlin-Bezirk Friedrichshain-Kreuzberg",52.4963973,13.3903848,4.5,"Monday: 11:30 AM – 10:00 PM, Tuesday: 11:30 AM – 10:00 PM, Wednesday: 11:30 AM – 10:00 PM, Thursday: 11:30 AM – 10:00 PM, Friday: 11:30 AM – 10:00 PM, Saturday: 11:30 AM – 10:00 PM, Sunday: 11:30 AM – 10:00 PM",1445,"[""A hidden gem near the center of Berlin! The food was fresh and the restaurant was very clean. Berlin isn't known for having a ton of traditional German food, so try some food from their strong immigrant history. Gibe this place a try!"", 'On first glance it doesnt look like anything special but the food is amaizing. The seafood tasted very fresh and there were vegan options for traditional croatian foods. There were many options for sides and a salad was included in the price!', 'Good food in an authentic atmosphere. However, the service was very slow and unmotivated, which affected the overall experience.']","[5, 5, 4]"
